,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
6653,Tata ALTROZ,2020,24268,1,PETROL,HR-26,Manual,HatchBack,717000
6654,Hyundai NEW SANTRO,2021,78271,1,CNG,HR-36,Manual,HatchBack,546000
6655,Honda WR-V,2017,21850,1,PETROL,MH-02,Manual,SUV,666000
6656,Maruti Baleno,2017,42733,1,PETROL,DL-2C,Manual,HatchBack,547000
6657,Hyundai i20,2010,66876,2,PETROL,MH-13,Manual,HatchBack,229000
6658,Hyundai Verna,2017,71448,3,DIESEL,RJ-20,Automatic,Sedan,705000
6659,Tata Tiago,2020,30525,1,PETROL,PB-10,Manual,HatchBack,448000
6660,Maruti Celerio,2017,30898,1,PETROL,KA-05,Automatic,HatchBack,513000
6661,Maruti Swift Dzire,2010,72769,1,PETROL,MH-12,Manual,Sedan,401000
6662,Hyundai Elite i20,2017,34637,2,PETROL,TN-05,Manual,HatchBack,656000
6663,Maruti Swift,2015,39100,1,PETROL,KA-02,Manual,HatchBack,589000
6664,Honda City,2020,45008,1,PETROL,GJ-06,Manual,Sedan,647000
6665,Maruti Swift,2010,52483,1,PETROL,DL-6C,Manual,HatchBack,184000
6666,Maruti Swift,2013,29386,1,PETROL,MH-03,Manual,HatchBack,397000
6667,Toyota Etios Liva,2011,40697,1,PETROL,MH-05,Manual,HatchBack,295000
6668,Hyundai Grand i10,2014,80467,1,PETROL,MH-36,Manual,HatchBack,412000
6669,Hyundai Eon,2015,66747,2,PETROL,TN-12,Manual,HatchBack,333000
6670,Volkswagen Vento,2019,56439,1,PETROL,MH-02,Manual,Sedan,470000
6671,Ford Ecosport,2019,42595,1,DIESEL,MH-12,Manual,SUV,896000
6672,Hyundai Grand i10,2017,89733,1,PETROL,HR-26,Automatic,HatchBack,499000
6673,Maruti Swift,2019,41945,1,PETROL,GJ-01,Manual,HatchBack,621000
6674,Hyundai i10,2016,59080,1,PETROL,MH-40,Manual,HatchBack,358000
6675,Maruti Wagon R 1.0,2015,80863,2,PETROL,KA-05,Manual,HatchBack,415000
6676,Maruti Swift Dzire,2015,67064,1,PETROL,UP-14,Manual,Sedan,353000
6677,Maruti Swift,2013,113978,1,DIESEL,KA-25,Manual,HatchBack,438000
6678,Maruti Ritz,2012,103384,1,PETROL,,Manual,HatchBack,201650
6679,Maruti Swift Dzire,2014,72338,2,PETROL,RJ-14,Manual,Sedan,568600
6680,Honda City,2015,63914,1,PETROL,MH-43,Manual,Sedan,292000
6681,Maruti Swift,2021,46960,2,PETROL,HR-26,Automatic,HatchBack,677000
6682,Maruti Baleno,2020,73659,2,PETROL,TN-15,Manual,HatchBack,636000
6683,Maruti New Wagon-R,2021,11679,1,PETROL,KA-03,Manual,HatchBack,603000
6684,Maruti Ciaz,2016,105374,1,PETROL,,Manual,Sedan,554000
6685,Maruti Ritz,2010,76599,2,PETROL,AP-29,Manual,HatchBack,259000
6686,Renault TRIBER,2022,29302,1,PETROL,TS-07,Automatic,SUV,801000
6687,Maruti IGNIS,2017,36736,1,PETROL,GJ-14,Manual,HatchBack,512000
6688,Hyundai i10,2013,50890,1,PETROL,KA-04,Manual,HatchBack,325000
6689,KIA SONET,2020,49053,1,PETROL,KA-19,Manual,SUV,1189000
6690,Nissan MAGNITE,2022,11097,1,PETROL,UP-16,Manual,SUV,622000
6691,Nissan Micra Active,2017,52046,1,PETROL,GJ-05,Manual,HatchBack,325000
6692,Renault Kwid,2021,16983,2,PETROL,TS-35,Manual,HatchBack,450000
6693,Renault Duster,2020,49139,1,PETROL,KA-59,Manual,SUV,927000
6694,Maruti Baleno,2022,20543,1,PETROL,GJ-06,Manual,HatchBack,729000
6695,Hyundai Santro Xing,2011,73091,2,PETROL,DL-4C,Manual,HatchBack,158000
6696,Maruti Vitara Brezza,2017,36201,2,DIESEL,BR-02,Manual,SUV,645000
6697,Mahindra Thar,2019,32009,2,DIESEL,DL-8C,Manual,SUV,775000
6698,Maruti Swift Dzire,2016,119236,1,PETROL,,Manual,Sedan,359000
6699,Maruti Wagon R 1.0,2014,94853,1,CNG,MH-04,Manual,HatchBack,315000
6700,Maruti Ciaz,2016,108326,1,CNG,DL-2C,Manual,Sedan,372000
6701,Maruti Alto K10,2012,60223,2,PETROL,MH-04,Manual,HatchBack,165000
6702,Honda City,2014,54106,2,DIESEL,BR-06,Manual,Sedan,426000
6703,Maruti Baleno,2019,44470,1,PETROL,UP-32,Manual,HatchBack,630000
6704,Maruti Wagon R Stingray,2013,62186,1,PETROL,MH-02,Manual,HatchBack,289000
6705,Maruti Swift,2015,56976,2,DIESEL,KA-02,Manual,HatchBack,612000
6706,Maruti Alto,2019,55455,1,PETROL,GJ-10,Manual,HatchBack,377000
6707,Honda Jazz,2017,49361,1,PETROL,KA-03,Automatic,HatchBack,687000
6708,Maruti Ertiga,2013,80267,1,DIESEL,KA-04,Manual,SUV,786000
6709,Maruti Swift,2016,49414,2,PETROL,DL-1C,Manual,HatchBack,429000
6710,Maruti Alto K10,2012,44094,2,PETROL,KL-01,Manual,HatchBack,225000
6711,Maruti Swift Dzire,2016,47869,1,DIESEL,RJ-45,Automatic,Sedan,751000
6712,Hyundai Grand i10,2018,10911,2,PETROL,GJ-18,Manual,HatchBack,532000
6713,Honda Brio,2012,62731,1,PETROL,MH-01,Manual,HatchBack,268000
6714,Maruti New Wagon-R,2021,33889,1,CNG,DL-3C,Manual,HatchBack,570000
6715,Maruti Celerio,2014,81177,1,PETROL,MP-05,Manual,HatchBack,316000
6716,Hyundai NEW SANTRO,2019,68967,1,PETROL,KA-42,Manual,HatchBack,432000
6717,Maruti Ciaz,2016,50687,1,PETROL,KA-03,Automatic,Sedan,672000
6718,Hyundai i10,2011,97293,1,PETROL,UP-32,Manual,HatchBack,215000
6719,Mahindra BOLERO NEO,2022,63752,1,DIESEL,TS-09,Manual,SUV,1217000
6720,Tata ALTROZ,2020,20986,1,PETROL,HR-30,Manual,HatchBack,721000
6721,Honda Brio,2012,61544,2,PETROL,KA-03,Manual,HatchBack,333000
6722,Mahindra TUV300,2015,115086,2,DIESEL,GJ-06,Manual,SUV,529000
6723,Honda Amaze,2018,68647,1,PETROL,DL-3C,Manual,Sedan,359000
6724,Hyundai Grand i10,2016,51878,1,CNG,MH-46,Manual,HatchBack,481000
6725,Renault Kwid,2018,42155,2,PETROL,UP-78,Manual,HatchBack,319000
6726,Maruti Swift Dzire,2012,69680,1,PETROL,HR-26,Manual,Sedan,564000
6727,Maruti Ritz,2011,81738,1,PETROL,TN-22,Manual,HatchBack,302000
6728,Hyundai Elite i20,2017,69698,2,PETROL,TS-07,Manual,HatchBack,659000
6729,Hyundai Elite i20,2017,51065,1,PETROL,KA-53,Manual,HatchBack,635000
6730,Renault Kwid,2016,72679,2,PETROL,TN-01,Manual,HatchBack,348000
6731,Tata NEXON,2020,25216,1,DIESEL,MH-50,Automatic,SUV,1191000
6732,Datsun Redi Go,2019,37238,1,PETROL,HR-12,Manual,HatchBack,323000
6733,Maruti Dzire,2020,69277,1,PETROL,MH-04,Manual,Sedan,384000
6734,Maruti Swift,2021,27029,1,PETROL,GJ-27,Manual,HatchBack,686000
6735,Hyundai NEW SANTRO,2019,83411,1,CNG,KL-42,Manual,HatchBack,471000
6736,Maruti Wagon R 1.0,2017,35152,1,CNG,DL-8C,Manual,HatchBack,396000
6737,Hyundai Xcent,2017,78148,1,PETROL,DL-9C,Automatic,Sedan,441000
6738,Hyundai AURA,2021,9781,1,PETROL,HR-03,Manual,Sedan,653000
6739,Honda City,2018,71053,1,PETROL,RJ-06,Manual,Sedan,613000
6740,Maruti Baleno,2017,44715,1,PETROL,MH-03,Automatic,HatchBack,666000
6741,Maruti Baleno,2016,45155,1,PETROL,UP-32,Manual,HatchBack,451000
6742,Maruti Baleno,2017,33324,1,PETROL,KA-04,Automatic,HatchBack,756000
6743,Maruti Swift,2019,32501,1,PETROL,HR-72,Manual,HatchBack,567000
6744,Skoda Rapid,2019,44187,1,PETROL,MH-12,Manual,Sedan,878000
6745,Maruti Ciaz,2016,34387,2,PETROL,DL-1C,Manual,Sedan,445400
6746,Hyundai Elite i20,2016,21443,2,PETROL,TN-13,Manual,HatchBack,564000
6747,Maruti Swift,2019,71735,2,CNG,MH-46,Manual,HatchBack,523000
6748,Hyundai AURA,2020,35860,1,PETROL,UP-53,Manual,Sedan,773000
6749,Ford FREESTYLE,2018,22473,2,PETROL,KA-51,Manual,SUV,658000
6750,Hyundai i10,2013,57078,2,PETROL,AP-13,Manual,HatchBack,359000
6751,Maruti Swift,2018,52509,1,PETROL,RJ-27,Manual,HatchBack,562000
6752,Hyundai Grand i10,2014,30233,3,PETROL,DL-12,Automatic,HatchBack,371000
6753,Maruti Swift,2011,60020,1,PETROL,KA-05,Manual,HatchBack,415000
6754,Renault Kwid,2017,31757,2,PETROL,KA-19,Manual,HatchBack,363000
6755,Maruti Ritz,2013,72059,2,PETROL,WB-02,Manual,HatchBack,268000
6756,Maruti Alto K10,2012,96133,2,PETROL,MH-31,Manual,HatchBack,183000
6757,Volkswagen Ameo,2019,108813,2,PETROL,,Automatic,Sedan,795000
6758,Maruti Vitara Brezza,2019,40155,1,DIESEL,DL-9C,Automatic,SUV,812000
6759,Honda Jazz,2016,89113,1,PETROL,MH-46,Manual,HatchBack,523000
6760,Maruti Alto K10,2018,66286,1,PETROL,DL-14,Manual,HatchBack,344000
6761,Tata Tiago,2018,30246,1,DIESEL,DL-7C,Manual,HatchBack,420000
6762,Maruti IGNIS,2017,102324,1,PETROL,,Manual,HatchBack,426000
6763,Maruti Baleno,2019,88750,1,PETROL,UP-80,Manual,HatchBack,659000
6764,Hyundai Grand i10,2015,73354,1,PETROL,HR-26,Manual,HatchBack,437000
6765,Maruti Dzire,2018,44074,1,PETROL,KA-01,Manual,Sedan,452000
6766,Honda Amaze,2015,31059,1,PETROL,DL-2C,Manual,Sedan,446000
6767,Toyota Corolla Altis,2010,50952,1,DIESEL,MH-03,Manual,Lux_sedan,445000
6768,Hyundai i20 Active,2015,55648,1,PETROL,WB-02,Manual,HatchBack,484000
6769,Honda City,2016,66638,1,PETROL,UP-32,Manual,Sedan,565500
6770,Maruti Vitara Brezza,2018,89151,1,DIESEL,UP-16,Automatic,SUV,759000
6771,Toyota Etios,2011,66479,2,PETROL,DL-4C,Manual,Sedan,230000
6772,Maruti Ritz,2014,72273,1,DIESEL,HR-36,Manual,HatchBack,339000
6773,Tata NEXON,2019,66337,1,PETROL,MH-12,Manual,SUV,793000
6774,Hyundai Grand i10,2017,43025,1,PETROL,GJ-27,Automatic,HatchBack,559000
6775,Maruti Swift Dzire,2014,92341,1,DIESEL,KA-04,Manual,Sedan,558000
6776,Datsun Redi Go,2021,33730,1,PETROL,TS-32,Manual,HatchBack,499000
6777,Hyundai Elite i20,2018,53083,1,PETROL,HR-30,Manual,HatchBack,565000
6778,Hyundai Grand i10,2014,45050,1,PETROL,TN-11,Manual,HatchBack,446000
6779,Maruti IGNIS,2018,81236,1,CNG,UP-14,Automatic,HatchBack,521000
6780,Hyundai Verna,2016,46518,2,PETROL,PB-10,Automatic,Sedan,981000
6781,Maruti Ertiga,2015,89315,1,PETROL,HR-20,Manual,SUV,548000
6782,Hyundai Grand i10,2018,73914,1,PETROL,UP-32,Manual,HatchBack,498000
6783,Renault Kiger,2022,1024,1,PETROL,DL-12,Manual,HatchBack,727000
6784,Volkswagen Polo,2010,88968,1,PETROL,MP-04,Manual,HatchBack,251000
6785,Maruti Ciaz,2021,39534,2,PETROL,MH-14,Manual,Sedan,363000
6786,Maruti Baleno,2017,15861,1,PETROL,DL-8C,Manual,HatchBack,552000
6787,Hyundai VENUE,2020,36275,2,PETROL,MH-47,Automatic,SUV,1002000
6788,Renault Duster,2012,95407,2,DIESEL,MH-04,Manual,SUV,446000
6789,Maruti New Wagon-R,2022,12132,1,PETROL,TN-20,Manual,HatchBack,683000
6790,Hyundai Grand i10,2017,70336,1,PETROL,DL-12,Manual,HatchBack,490000
6791,Honda Jazz,2019,57783,1,PETROL,WB-06,Automatic,HatchBack,621000
6792,Maruti Ciaz,2016,87249,1,PETROL,MH-06,Automatic,Sedan,581000
6793,Hyundai Eon,2016,38519,1,PETROL,MH-12,Manual,HatchBack,361000
6794,Honda Brio,2012,83124,2,PETROL,WB-02,Manual,HatchBack,213400
6795,Maruti Wagon R 1.0,2011,69138,2,PETROL,KA-53,Manual,HatchBack,304000
6796,Maruti Alto K10,2016,32031,1,PETROL,HR-36,Manual,HatchBack,341000
6797,Maruti Dzire,2018,74622,1,DIESEL,MH-04,Manual,Sedan,425000
6798,Maruti Baleno,2019,23126,1,PETROL,GJ-27,Manual,HatchBack,712000
6799,Hyundai Elite i20,2017,43083,1,PETROL,KA-01,Manual,HatchBack,707000
6800,Maruti IGNIS,2018,43445,2,PETROL,GJ-01,Manual,HatchBack,456000
6801,Tata NEXON,2018,101823,1,PETROL,,Manual,SUV,606000
6802,Hyundai Grand i10,2019,34886,2,PETROL,MH-12,Automatic,HatchBack,651000
6803,Maruti Baleno,2017,96822,1,PETROL,TS-04,Manual,HatchBack,652000
6804,Maruti Alto 800,2017,25202,2,PETROL,TN-02,Manual,HatchBack,301000
6805,Volkswagen Vento,2018,56460,1,PETROL,KA-05,Automatic,Sedan,863000
6806,Maruti Swift,2021,58703,1,PETROL,KA-02,Automatic,HatchBack,736000
6807,Maruti Wagon R 1.0,2013,111951,1,CNG,MH-43,Manual,HatchBack,305000
6808,Maruti Wagon R 1.0,2014,72729,2,PETROL,MH-49,Manual,HatchBack,291000
6809,Renault Kwid,2019,38619,1,PETROL,DL-8C,Manual,HatchBack,398000
6810,Ford Ecosport,2018,71070,1,PETROL,GJ-06,Automatic,SUV,812000
6811,Maruti BREZZA,2023,3292,1,PETROL,KA-05,Manual,SUV,1427000
6812,Maruti Dzire,2019,99500,1,PETROL,DL-9C,Manual,Sedan,325000
6813,Hyundai Grand i10,2015,89318,1,PETROL,GJ-18,Manual,HatchBack,430000
6814,Hyundai Elite i20,2017,68759,1,PETROL,GJ-03,Manual,HatchBack,598000
6815,Maruti Vitara Brezza,2018,30549,1,DIESEL,HR-30,Manual,SUV,747000
6816,Maruti Alto 800,2012,21178,1,PETROL,KA-51,Manual,HatchBack,270000
6817,Honda Brio,2017,40094,1,PETROL,WB-12,Manual,HatchBack,342000
6818,Maruti Swift Dzire,2016,82298,1,PETROL,DL-4C,Manual,Sedan,482000
6819,Hyundai NEW SANTRO,2019,34580,1,PETROL,BR-01,Manual,HatchBack,442000
6820,Hyundai Elite i20,2017,17698,1,PETROL,DL-10,Manual,HatchBack,559200
6821,Datsun Redi Go,2021,14135,1,PETROL,TN-05,Manual,HatchBack,426000
6822,Renault Kwid,2022,5221,1,PETROL,DL-14,Manual,HatchBack,504000
6823,Volkswagen Polo,2017,97912,2,PETROL,TN-12,Manual,HatchBack,570000
6824,Hyundai Grand i10,2016,48026,1,PETROL,KA-02,Manual,HatchBack,522000
6825,Hyundai Grand i10,2014,51461,1,PETROL,MH-12,Manual,HatchBack,510000
6826,Volkswagen Jetta,2016,29473,1,PETROL,RJ-45,Automatic,Sedan,939000
6827,Honda WR-V,2017,67081,1,DIESEL,TN-22,Manual,SUV,724000
6828,Hyundai Eon,2017,79812,1,PETROL,KL-37,Manual,HatchBack,236000
6829,Renault Kwid,2019,35070,1,PETROL,MP-04,Manual,HatchBack,335000
6830,Honda Jazz,2017,40073,2,PETROL,KA-03,Manual,HatchBack,712000
6831,Honda Civic,2019,44304,2,PETROL,WB-02,Automatic,Sedan,486000
6832,Volkswagen Polo,2015,84265,2,PETROL,HR-51,Manual,HatchBack,400000
6833,Hyundai Eon,2018,75074,1,PETROL,MP-04,Manual,HatchBack,332000
6834,Volkswagen Polo,2020,40019,1,PETROL,TS-08,Manual,HatchBack,838000
6835,Maruti Alto 800,2013,59903,1,PETROL,MP-04,Manual,HatchBack,221000
6836,Nissan Terrano,2017,119803,1,DIESEL,UP-14,Automatic,SUV,622000
6837,Hyundai Elite i20,2017,25678,1,PETROL,TN-85,Manual,HatchBack,659000
6838,Maruti Wagon R 1.0,2016,48397,2,PETROL,TN-66,Manual,HatchBack,441000
6839,Honda Jazz,2010,97943,1,PETROL,DL-7C,Manual,HatchBack,194000
6840,Hyundai Santro Xing,2013,50190,2,CNG,DL-7C,Manual,HatchBack,235000
6841,Hyundai Grand i10,2019,3152,1,PETROL,WB-06,Manual,HatchBack,510000
6842,Hyundai Grand i10,2016,60361,2,PETROL,MH-12,Manual,HatchBack,376000
6843,Maruti S PRESSO,2021,16178,1,PETROL,PB-08,Manual,HatchBack,434000
6844,Hyundai VENUE,2020,48706,1,PETROL,MP-09,Manual,SUV,730000
6845,Hyundai i10,2012,57413,1,PETROL,MH-02,Manual,HatchBack,272000
6846,Maruti S PRESSO,2019,77415,1,PETROL,TS-07,Automatic,HatchBack,499000
6847,Hyundai Grand i10,2017,13216,1,PETROL,MH-02,Manual,HatchBack,496000
6848,Maruti Ciaz,2020,18699,1,PETROL,HR-23,Manual,Sedan,869000
6849,Honda Jazz,2019,29448,1,PETROL,MH-02,Manual,HatchBack,620000
6850,Mahindra XUV 3OO,2020,10344,1,PETROL,DL-12,Manual,SUV,877000
6851,Tata Tiago,2019,67284,2,PETROL,TN-14,Manual,HatchBack,523000
6852,Hyundai i20,2014,37533,1,PETROL,HR-26,Manual,HatchBack,405000
6853,Maruti Alto K10,2016,45652,1,PETROL,DL-14,Automatic,HatchBack,337000
6854,Maruti Celerio,2016,43636,2,CNG,BR-01,Manual,HatchBack,352000
6855,Maruti Swift Dzire,2013,41465,1,DIESEL,UP-16,Manual,Sedan,864000
6856,Hyundai Verna,2018,87113,1,PETROL,TS-08,Manual,Sedan,529000
6857,Renault Kwid,2019,37465,1,PETROL,TS-28,Manual,HatchBack,429650
6858,Hyundai Elite i20,2015,61623,2,DIESEL,GJ-05,Manual,HatchBack,521000
6859,Honda WR-V,2017,56290,1,DIESEL,MP-09,Manual,SUV,663600
6860,Maruti Alto,2021,26838,1,CNG,DL-6C,Manual,HatchBack,437000
6861,Hyundai Elite i20,2016,63842,1,PETROL,TN-22,Manual,HatchBack,629000
6862,Maruti New Wagon-R,2020,38035,2,CNG,TS-07,Manual,HatchBack,610000
6863,Hyundai Elite i20,2018,55943,1,PETROL,TS-07,Manual,HatchBack,691000
6864,Maruti Swift Dzire,2014,49387,2,PETROL,TN-07,Manual,Sedan,464000
6865,Maruti Swift,2018,58791,1,PETROL,HR-26,Manual,HatchBack,463000
6866,Maruti Vitara Brezza,2018,98499,1,DIESEL,HR-26,Automatic,SUV,747000
6867,Hyundai Grand i10,2016,79365,2,DIESEL,KA-19,Manual,HatchBack,490000
6868,Maruti Alto K10,2018,72531,1,PETROL,MP-04,Manual,HatchBack,378000
6869,Honda Jazz,2016,78782,1,PETROL,KA-51,Manual,HatchBack,605000
6870,Maruti Wagon R 1.0,2012,113543,2,PETROL,,Manual,HatchBack,307000
6871,Maruti Swift,2022,8857,2,PETROL,KA-19,Manual,HatchBack,747000
6872,Hyundai Elite i20,2019,24171,1,PETROL,MH-14,Manual,HatchBack,712000
6873,Maruti Alto,2021,28156,1,CNG,MH-05,Manual,HatchBack,419000
6874,Hyundai AURA,2021,15564,1,PETROL,GJ-27,Manual,Sedan,617000
6875,Maruti Celerio,2017,84561,2,CNG,GJ-13,Manual,HatchBack,419000
6876,Maruti Swift,2014,79068,1,PETROL,KA-04,Manual,HatchBack,515000
6877,Honda Jazz,2018,40622,1,PETROL,GJ-10,Manual,HatchBack,672000
6878,Hyundai Creta,2016,62663,2,PETROL,DL-9C,Manual,SUV,722000
6879,Honda Civic,2020,30097,1,PETROL,MH-04,Automatic,Sedan,1724000
6880,Hyundai Grand i10,2016,81019,1,PETROL,UP-16,Manual,HatchBack,387000
6881,Maruti Baleno,2016,51250,1,PETROL,DL-2C,Manual,HatchBack,507000
6882,Honda City,2014,26011,1,PETROL,CH-01,Manual,Sedan,635000
6883,Maruti Swift Dzire,2016,81236,1,PETROL,WB-02,Manual,Sedan,398000
6884,Hyundai i20,2014,78530,2,DIESEL,GJ-05,Manual,HatchBack,374000
6885,Maruti Alto 800,2017,50948,2,PETROL,TN-05,Manual,HatchBack,304000
6886,Hyundai VENUE,2022,16028,1,PETROL,UP-13,Manual,SUV,821000
6887,Volkswagen Vento,2016,71842,1,PETROL,MH-14,Manual,Sedan,416000
6888,Hyundai Grand i10,2017,99358,1,PETROL,GJ-01,Manual,HatchBack,451000
6889,Hyundai i10,2013,34295,2,PETROL,MH-48,Manual,HatchBack,256000
6890,Renault Kwid,2019,37025,1,PETROL,RJ-02,Manual,HatchBack,323000
6891,Ford Ecosport,2016,46600,2,PETROL,DL-12,Manual,SUV,619000
6892,Maruti Celerio,2014,87262,1,PETROL,KA-01,Manual,HatchBack,391000
6893,Hyundai Grand i10,2016,61072,1,PETROL,MH-47,Manual,HatchBack,451000
6894,Maruti Swift,2015,99940,2,PETROL,KA-52,Manual,HatchBack,496000
6895,Tata Tiago,2021,20755,1,PETROL,GJ-27,Manual,HatchBack,564000
6896,Hyundai i10,2010,74341,1,PETROL,HR-26,Manual,HatchBack,167000
6897,Tata NEXON,2021,67871,1,DIESEL,DL-3C,Automatic,SUV,854000
6898,Hyundai Grand i10,2013,76950,1,PETROL,UP-14,Manual,HatchBack,335000
6899,Maruti IGNIS,2018,73936,1,PETROL,MH-01,Automatic,HatchBack,613000
6900,Hyundai Grand i10,2016,51520,2,PETROL,UP-78,Automatic,HatchBack,451000
6901,Hyundai Grand i10,2017,76507,1,PETROL,DL-10,Manual,HatchBack,438000
6902,Maruti Celerio X,2019,111212,2,PETROL,,Manual,HatchBack,437000
6903,Honda City,2015,19634,1,PETROL,MH-47,Manual,Sedan,566000
6904,Hyundai Verna,2013,20103,1,PETROL,GJ-01,Manual,Sedan,1191000
6905,Hyundai VENUE,2020,64656,1,CNG,MH-12,Automatic,SUV,1015000
6906,Hyundai Elite i20,2019,33236,2,PETROL,RJ-45,Automatic,HatchBack,715000
6907,Hyundai Elite i20,2019,63173,1,PETROL,GJ-01,Manual,HatchBack,693000
6908,Hyundai i20,2013,61276,1,PETROL,KA-22,Manual,HatchBack,421000
6909,Hyundai NEW SANTRO,2020,49799,2,CNG,MH-12,Manual,HatchBack,620000
6910,Maruti Ciaz,2019,16727,2,PETROL,TS-04,Manual,Sedan,940000
6911,Renault Kwid,2018,16156,1,PETROL,GJ-05,Manual,HatchBack,374000
6912,Toyota YARIS,2018,78611,1,PETROL,TS-08,Manual,Sedan,796000
6913,Maruti Baleno,2016,51415,1,PETROL,DL-8C,Manual,HatchBack,481000
6914,Hyundai Elite i20,2016,65469,2,DIESEL,TN-07,Manual,HatchBack,628000
6915,Hyundai Grand i10,2017,66757,2,PETROL,TN-02,Manual,HatchBack,492000
6916,Datsun Redi Go,2019,33520,1,PETROL,UP-62,Manual,HatchBack,285000
6917,Hyundai Grand i10,2014,80039,1,PETROL,HR-20,Manual,HatchBack,371800
6918,Mahindra XUV 3OO,2020,13631,1,PETROL,KA-18,Manual,SUV,861000
6919,Honda City,2017,73990,2,PETROL,DL-12,Automatic,Sedan,599000
6920,Datsun Redi Go,2017,26603,1,PETROL,HR-51,Manual,HatchBack,191000
6921,Maruti S PRESSO,2021,39855,1,CNG,MH-43,Manual,HatchBack,475000
6922,Maruti Wagon R 1.0,2017,80567,2,CNG,GJ-05,Manual,HatchBack,343000
6923,Renault Kiger,2021,13481,1,PETROL,MP-04,Manual,HatchBack,789000
6924,Toyota YARIS,2019,28149,1,PETROL,CH-01,Manual,Sedan,807000
6925,Maruti Alto K10,2010,95418,2,PETROL,MH-14,Manual,HatchBack,166000
6926,Tata Tiago,2021,13512,1,PETROL,GJ-01,Manual,HatchBack,579000
6927,Maruti Dzire,2018,91932,1,DIESEL,UP-14,Automatic,Sedan,606000
6928,Maruti Baleno,2018,45655,2,PETROL,BR-01,Manual,HatchBack,601000
6929,Maruti Wagon R 1.0,2014,72017,2,PETROL,WB-02,Manual,HatchBack,284000
6930,Maruti Alto,2021,22081,1,CNG,HR-51,Manual,HatchBack,461000
6931,Maruti Swift,2016,47934,1,PETROL,DL-2C,Manual,HatchBack,399000
6932,Hyundai Grand i10,2017,63011,1,PETROL,DL-10,Manual,HatchBack,463000
6933,Maruti Baleno,2020,39752,2,PETROL,TS-08,Manual,HatchBack,730000
6934,Nissan Micra Active,2016,80320,2,PETROL,MH-49,Manual,HatchBack,355000
6935,Maruti Alto 800,2014,30172,1,PETROL,TN-05,Manual,HatchBack,282000
6936,Maruti Baleno,2021,21106,1,PETROL,TN-11,Manual,HatchBack,821000
6937,Honda Amaze,2013,61917,2,CNG,GJ-21,Automatic,Sedan,410000
6938,Hyundai Grand i10,2019,70001,1,PETROL,GJ-01,Manual,HatchBack,518000
6939,Maruti Wagon R 1.0,2017,14658,1,PETROL,MH-04,Automatic,HatchBack,420000
6940,Maruti Alto 800,2016,59281,2,CNG,MH-48,Manual,HatchBack,282000
6941,Maruti Alto 800,2016,88255,2,PETROL,KA-41,Manual,HatchBack,278000
6942,Mahindra Scorpio,2019,86765,2,DIESEL,TS-08,Manual,SUV,1405000
6943,Maruti XL6,2021,5071,1,PETROL,GJ-06,Automatic,SUV,1193000
6944,Volkswagen TAIGUN,2022,15956,1,PETROL,TS-07,Manual,SUV,1583000
6945,Maruti Baleno,2019,49131,2,PETROL,MH-14,Manual,HatchBack,645000
6946,Maruti Baleno,2016,92262,1,PETROL,UP-14,Manual,HatchBack,471000
6947,Renault Kwid,2021,9008,1,PETROL,BR-01,Manual,HatchBack,483000
6948,Hyundai Grand i10,2019,28931,2,PETROL,MH-14,Manual,HatchBack,576000
6949,Hyundai Grand i10,2016,62505,2,PETROL,TN-03,Manual,HatchBack,430000
6950,Hyundai NEW SANTRO,2019,42285,1,PETROL,TS-07,Manual,HatchBack,491000
6951,Hyundai NEW I20,2020,36716,2,PETROL,UP-14,Manual,HatchBack,828000
6952,Hyundai Elite i20,2019,51897,1,PETROL,GJ-04,Manual,HatchBack,713000
6953,Skoda Rapid,2016,38705,1,PETROL,KA-09,Manual,Sedan,652000
6954,Hyundai Grand i10,2018,24029,1,PETROL,WB-02,Manual,HatchBack,429000
6955,Maruti Swift Dzire,2015,35528,1,CNG,MH-14,Manual,Sedan,786350
6956,Hyundai Grand i10,2014,63113,1,PETROL,RJ-14,Automatic,HatchBack,401000
6957,Maruti Wagon R 1.0,2017,83444,1,PETROL,KA-05,Manual,HatchBack,391000
6958,Tata NEXON,2018,76105,1,DIESEL,HR-26,Manual,SUV,625000
6959,Datsun Go,2019,85674,1,PETROL,TN-77,Manual,HatchBack,408000
6960,Honda City,2011,40516,2,DIESEL,MH-48,Automatic,Sedan,705000
6961,Maruti Baleno,2017,63633,1,PETROL,RJ-14,Automatic,HatchBack,583000
6962,Maruti S Cross,2020,38253,1,PETROL,PB-07,Automatic,SUV,1037000
6963,Maruti New Wagon-R,2019,52297,2,CNG,MH-01,Manual,HatchBack,465000
6964,Maruti S PRESSO,2020,18522,1,PETROL,GJ-38,Manual,HatchBack,408000
6965,Renault Kiger,2021,7598,1,PETROL,KA-03,Automatic,HatchBack,992000
6966,Hyundai NEW SANTRO,2019,21619,1,CNG,DL-9C,Manual,HatchBack,576000
6967,Maruti Swift Dzire,2014,17811,1,PETROL,KA-53,Manual,Sedan,686000
6968,Maruti Alto,2010,49984,1,PETROL,UP-14,Manual,HatchBack,119000
6969,Maruti Dzire,2017,16093,1,PETROL,MH-43,Manual,Sedan,793000
6970,Maruti Celerio,2019,41680,1,PETROL,BR-01,Manual,HatchBack,498000
6971,Hyundai Grand i10,2016,42434,1,PETROL,TS-07,Manual,HatchBack,504000
